timestamp,dpid,port_no,rx_bytes,tx_bytes,delay_ms
1758868708.001016,1,2,58769445,102853969997,0
1758868708.001016,1,3,1566,5946,0
1758868709.0022898,1,4294967294,0,0,0
1758868709.0022898,1,1,102853965617,58773825,0
1758868709.0022898,1,2,58769445,102853969997,0
1758868709.0022898,1,3,1566,5946,0
1758868710.00328,1,4294967294,0,0,0
1758868710.00328,1,1,102853965617,58773825,0
1758868710.00328,1,2,58769445,102853969997,0
1758868710.00328,1,3,1566,5946,0
1758868711.0041387,1,4294967294,0,0,0
1758868711.0041387,1,1,102853965617,58773825,0
1758868711.0041387,1,2,58769445,102853969997,0
1758868711.0041387,1,3,1566,5946,0
1758868712.0051064,1,4294967294,0,0,0
1758868712.0051064,1,1,102853965617,58773825,0
1758868712.0051064,1,2,58769445,102853969997,0
1758868712.0051064,1,3,1566,5946,0
1758868713.006086,1,4294967294,0,0,0
1758868713.006086,1,1,102853965617,58773825,0
1758868713.006086,1,2,58769445,102853969997,0
1758868713.006086,1,3,1566,5946,0
1758868714.0070882,1,4294967294,0,0,0
1758868714.0070882,1,1,102853965617,58773825,0
1758868714.0070882,1,2,58769445,102853969997,0
1758868714.0070882,1,3,1566,5946,0
1758868715.0080936,1,4294967294,0,0,0
1758868715.0080936,1,1,102853965617,58773825,0
1758868715.0080936,1,2,58769445,102853969997,0
1758868715.0080936,1,3,1566,5946,0
1758868716.00914,1,4294967294,0,0,0
1758868716.00914,1,1,102853965617,58773825,0
1758868716.00914,1,2,58769445,102853969997,0
1758868716.00914,1,3,1566,5946,0
1758868717.010263,1,4294967294,0,0,0
1758868717.010263,1,1,102853965617,58773825,0
1758868717.010263,1,2,58769445,102853969997,0
1758868717.010263,1,3,1566,5946,0
1758868718.0111947,1,4294967294,0,0,0
1758868718.0111947,1,1,102853965617,58773825,0
1758868718.0111947,1,2,58769445,102853969997,0
1758868718.0111947,1,3,1566,5946,0
1758868719.012037,1,4294967294,0,0,0
1758868719.012037,1,1,102853965617,58773825,0
1758868719.012037,1,2,58769445,102853969997,0
1758868719.012037,1,3,1566,5946,0
1758868720.01303,1,4294967294,0,0,0
1758868720.01303,1,1,102853965617,58773825,0
1758868720.01303,1,2,58769445,102853969997,0
1758868720.01303,1,3,1566,5946,0
1758868721.0140991,1,4294967294,0,0,0
1758868721.0140991,1,1,102853965617,58773825,0
1758868721.0140991,1,2,58769445,102853969997,0
1758868721.0140991,1,3,1566,5946,0
1758868722.0151858,1,4294967294,0,0,0
1758868722.0151858,1,1,102853965617,58773825,0
1758868722.0151858,1,2,58769445,102853969997,0
1758868722.0151858,1,3,1566,5946,0
1758868723.0163157,1,4294967294,0,0,0
1758868723.0163157,1,1,102853965617,58773825,0
1758868723.0163157,1,2,58769445,102853969997,0
1758868723.0163157,1,3,1566,5946,0
1758868724.017162,1,4294967294,0,0,0
1758868724.017162,1,1,102853965617,58773825,0
1758868724.017162,1,2,58769445,102853969997,0
1758868724.017162,1,3,1566,5946,0
1758868725.0179794,1,4294967294,0,0,0
1758868725.0179794,1,1,102853965617,58773825,0
1758868725.0179794,1,2,58769445,102853969997,0
1758868725.0179794,1,3,1566,5946,0
1758868726.0183504,1,4294967294,0,0,0
1758868726.0183504,1,1,102853965617,58773825,0
1758868726.0183504,1,2,58769445,102853969997,0
1758868726.0183504,1,3,1566,5946,0
1758868727.0192332,1,4294967294,0,0,0
1758868727.0192332,1,1,102853965617,58773825,0
1758868727.0192332,1,2,58769445,102853969997,0
1758868727.0192332,1,3,1566,5946,0
1758868728.0201356,1,4294967294,0,0,0
1758868728.0201356,1,1,102853965617,58773825,0
1758868728.0201356,1,2,58769445,102853969997,0
1758868728.0201356,1,3,1566,5946,0
1758868729.0215414,1,4294967294,0,0,0
1758868729.0215414,1,1,102853965617,58773825,0
1758868729.0215414,1,2,58769445,102853969997,0
1758868729.0215414,1,3,1566,5946,0
1758868730.0221727,1,4294967294,0,0,0
1758868730.0221727,1,1,102853965617,58773825,0
1758868730.0221727,1,2,58769445,102853969997,0
1758868730.0221727,1,3,1566,5946,0
1758868731.0233881,1,4294967294,0,0,0
1758868731.0233881,1,1,102853965617,58773825,0
1758868731.0233881,1,2,58769445,102853969997,0
1758868731.0233881,1,3,1566,5946,0
1758868732.023464,1,4294967294,0,0,0
1758868732.023464,1,1,102853965617,58773825,0
1758868732.023464,1,2,58769445,102853969997,0
1758868732.023464,1,3,1566,5946,0
1758868733.0249674,1,4294967294,0,0,0
1758868733.0249674,1,1,102853965617,58773825,0
1758868733.0249674,1,2,58769445,102853969997,0
1758868733.0249674,1,3,1566,5946,0
1758868734.0251513,1,4294967294,0,0,0
1758868734.0251513,1,1,102853965617,58773825,0
1758868734.0251513,1,2,58769445,102853969997,0
1758868734.0251513,1,3,1566,5946,0
1758868735.0261173,1,4294967294,0,0,0
1758868735.0261173,1,1,102853965617,58773825,0
1758868735.0261173,1,2,58769445,102853969997,0
1758868735.0261173,1,3,1566,5946,0
1758868736.027092,1,4294967294,0,0,0
1758868736.027092,1,1,102853965617,58773825,0
1758868736.027092,1,2,58769445,102853969997,0
1758868736.027092,1,3,1566,5946,0
1758868737.0281737,1,4294967294,0,0,0
1758868737.0281737,1,1,102853965617,58773825,0
1758868737.0281737,1,2,58769445,102853969997,0
1758868737.0281737,1,3,1566,5946,0
1758868738.0292273,1,4294967294,0,0,0
1758868738.0292273,1,1,102853965617,58773825,0
1758868738.0292273,1,2,58769445,102853969997,0
1758868738.0292273,1,3,1566,5946,0
1758868739.0301967,1,4294967294,0,0,0
1758868739.0301967,1,1,102853965617,58773825,0
1758868739.0301967,1,2,58769445,102853969997,0
1758868739.0301967,1,3,1566,5946,0
1758868740.0314167,1,4294967294,0,0,0
1758868740.0314167,1,1,102853965617,58773825,0
1758868740.0314167,1,2,58769445,102853969997,0
1758868740.0314167,1,3,1566,5946,0
1758868741.0324998,1,4294967294,0,0,0
1758868741.0324998,1,1,102853965617,58773825,0
1758868741.0324998,1,2,58769445,102853969997,0
1758868741.0324998,1,3,1566,5946,0
1758868742.0336027,1,4294967294,0,0,0
1758868742.0336027,1,1,102853965617,58773825,0
1758868742.0336027,1,2,58769445,102853969997,0
1758868742.0336027,1,3,1566,5946,0
1758868743.03402,1,4294967294,0,0,0
1758868743.03402,1,1,102853965617,58773825,0
1758868743.03402,1,2,58769445,102853969997,0
1758868743.03402,1,3,1566,5946,0
1758868744.0351534,1,4294967294,0,0,0
1758868744.0351534,1,1,102853965617,58773825,0
1758868744.0351534,1,2,58769445,102853969997,0
1758868744.0351534,1,3,1566,5946,0
1758868745.036207,1,4294967294,0,0,0
1758868745.036207,1,1,102853965617,58773825,0
1758868745.036207,1,2,58769445,102853969997,0
1758868745.036207,1,3,1566,5946,0
1758868746.0371895,1,4294967294,0,0,0
1758868746.0371895,1,1,102853965617,58773825,0
1758868746.0371895,1,2,58769445,102853969997,0
1758868746.0371895,1,3,1566,5946,0
1758868747.038159,1,4294967294,0,0,0
1758868747.038159,1,1,102853965617,58773825,0
1758868747.038159,1,2,58769445,102853969997,0
1758868747.038159,1,3,1566,5946,0
1758868748.039042,1,4294967294,0,0,0
1758868748.039042,1,1,102853965617,58773825,0
1758868748.039042,1,2,58769445,102853969997,0
1758868748.039042,1,3,1566,5946,0
1758868749.040093,1,4294967294,0,0,0
1758868749.040093,1,1,102853965617,58773825,0
1758868749.040093,1,2,58769445,102853969997,0
1758868749.040093,1,3,1566,5946,0
1758868750.0411525,1,4294967294,0,0,0
1758868750.0411525,1,1,102853965617,58773825,0
1758868750.0411525,1,2,58769445,102853969997,0
1758868750.0411525,1,3,1566,5946,0
1758868751.0422354,1,4294967294,0,0,0
1758868751.0422354,1,1,102853965617,58773825,0
1758868751.0422354,1,2,58769445,102853969997,0
1758868751.0422354,1,3,1566,5946,0
1758868752.0431352,1,4294967294,0,0,0
1758868752.0431352,1,1,102853965617,58773825,0
1758868752.0431352,1,2,58769445,102853969997,0
1758868752.0431352,1,3,1566,5946,0
1758868753.0442336,1,4294967294,0,0,0
1758868753.0442336,1,1,102853965617,58773825,0
1758868753.0442336,1,2,58769445,102853969997,0
1758868753.0442336,1,3,1566,5946,0
1758868754.0450828,1,4294967294,0,0,0
1758868754.0450828,1,1,102853965617,58773825,0
1758868754.0450828,1,2,58769445,102853969997,0
1758868754.0450828,1,3,1566,5946,0
1758868755.0459669,1,4294967294,0,0,0
1758868755.0459669,1,1,102853965617,58773825,0
1758868755.0459669,1,2,58769445,102853969997,0
1758868755.0459669,1,3,1566,5946,0
1758868756.047348,1,4294967294,0,0,0
1758868756.047348,1,1,102853965617,58773825,0
1758868756.047348,1,2,58769445,102853969997,0
1758868756.047348,1,3,1566,5946,0
1758868757.0480766,1,4294967294,0,0,0
1758868757.0480766,1,1,102853965617,58773825,0
1758868757.0480766,1,2,58769445,102853969997,0
1758868757.0480766,1,3,1566,5946,0
1758868758.0491273,1,4294967294,0,0,0
1758868758.0491273,1,1,102853965617,58773825,0
1758868758.0491273,1,2,58769445,102853969997,0
1758868758.0491273,1,3,1566,5946,0
1758868759.05017,1,4294967294,0,0,0
1758868759.05017,1,1,102853965617,58773825,0
1758868759.05017,1,2,58769445,102853969997,0
1758868759.05017,1,3,1566,5946,0
1758868760.0512915,1,4294967294,0,0,0
1758868760.0512915,1,1,102853965617,58773825,0
1758868760.0512915,1,2,58769445,102853969997,0
1758868760.0512915,1,3,1566,5946,0
1758868761.0525067,1,4294967294,0,0,0
1758868761.0525067,1,1,102853965617,58773825,0
1758868761.0525067,1,2,58769445,102853969997,0
1758868761.0525067,1,3,1566,5946,0
1758868762.053014,1,4294967294,0,0,0
1758868762.053014,1,1,102853965617,58773825,0
1758868762.053014,1,2,58769445,102853969997,0
1758868762.053014,1,3,1566,5946,0
1758868763.05408,1,4294967294,0,0,0
1758868763.05408,1,1,102853965617,58773825,0
1758868763.05408,1,2,58769445,102853969997,0
1758868763.05408,1,3,1566,5946,0
1758868764.0552812,1,4294967294,0,0,0
1758868764.0552812,1,1,102853965617,58773825,0
1758868764.0552812,1,2,58769445,102853969997,0
1758868764.0552812,1,3,1566,5946,0
1758868765.0562284,1,4294967294,0,0,0
1758868765.0562284,1,1,102853965617,58773825,0
1758868765.0562284,1,2,58769445,102853969997,0
1758868765.0562284,1,3,1566,5946,0
1758868766.057475,1,4294967294,0,0,0
1758868766.057475,1,1,102853965617,58773825,0
1758868766.057475,1,2,58769445,102853969997,0
1758868766.057475,1,3,1566,5946,0
1758868767.0577571,1,4294967294,0,0,0
1758868767.0577571,1,1,102853965617,58773825,0
1758868767.0577571,1,2,58769445,102853969997,0
1758868767.0577571,1,3,1566,5946,0
1758868768.058804,1,4294967294,0,0,0
1758868768.058804,1,1,102853965617,58773825,0
1758868768.058804,1,2,58769445,102853969997,0
1758868768.058804,1,3,1566,5946,0
1758868769.0591846,1,4294967294,0,0,0
1758868769.0591846,1,1,102853965617,58773825,0
1758868769.0591846,1,2,58769445,102853969997,0
1758868769.0591846,1,3,1566,5946,0
1758868770.0600789,1,4294967294,0,0,0
1758868770.0600789,1,1,102853965617,58773825,0
1758868770.0600789,1,2,58769445,102853969997,0
1758868770.0600789,1,3,1566,5946,0
1758868771.0611434,1,4294967294,0,0,0
1758868771.0611434,1,1,102853965617,58773825,0
1758868771.0611434,1,2,58769445,102853969997,0
1758868771.0611434,1,3,1566,5946,0
1758868772.0621417,1,4294967294,0,0,0
1758868772.0621417,1,1,102853965617,58773825,0
1758868772.0621417,1,2,58769445,102853969997,0
1758868772.0621417,1,3,1566,5946,0
1758868773.0631886,1,4294967294,0,0,0
1758868773.0631886,1,1,102853965617,58773825,0
1758868773.0631886,1,2,58769445,102853969997,0
1758868773.0631886,1,3,1566,5946,0
1758868774.0642266,1,4294967294,0,0,0
1758868774.0642266,1,1,102853965617,58773825,0
1758868774.0642266,1,2,58769445,102853969997,0
1758868774.0642266,1,3,1566,5946,0
1758868775.0652626,1,4294967294,0,0,0
1758868775.0652626,1,1,102853965617,58773825,0
1758868775.0652626,1,2,58769445,102853969997,0
1758868775.0652626,1,3,1566,5946,0
1758868776.0661113,1,4294967294,0,0,0
1758868776.0661113,1,1,102853965617,58773825,0
1758868776.0661113,1,2,58769445,102853969997,0
1758868776.0661113,1,3,1566,5946,0
1758868777.0675242,1,4294967294,0,0,0
1758868777.0675242,1,1,102853965617,58773825,0
1758868777.0675242,1,2,58769445,102853969997,0
1758868777.0675242,1,3,1566,5946,0
1758868778.068634,1,4294967294,0,0,0
1758868778.068634,1,1,102853965617,58773825,0
1758868778.068634,1,2,58769445,102853969997,0
1758868778.068634,1,3,1566,5946,0
1758868779.0689533,1,4294967294,0,0,0
1758868779.0689533,1,1,102853965617,58773825,0
1758868779.0689533,1,2,58769445,102853969997,0
1758868779.0689533,1,3,1566,5946,0
1758868780.0697544,1,4294967294,0,0,0
1758868780.0697544,1,1,102853965617,58773825,0
1758868780.0697544,1,2,58769445,102853969997,0
1758868780.0697544,1,3,1566,5946,0
1758868781.0706875,1,4294967294,0,0,0
1758868781.0706875,1,1,102853965617,58773825,0
1758868781.0706875,1,2,58769445,102853969997,0
1758868781.0706875,1,3,1566,5946,0
1758868782.0712016,1,4294967294,0,0,0
1758868782.0712016,1,1,102853965617,58773825,0
1758868782.0712016,1,2,58769445,102853969997,0
1758868782.0712016,1,3,1566,5946,0
1758868783.0718756,1,4294967294,0,0,0
1758868783.0718756,1,1,102853965617,58773825,0
1758868783.0718756,1,2,58769445,102853969997,0
1758868783.0718756,1,3,1566,5946,0
1758868784.072754,1,4294967294,0,0,0
1758868784.072754,1,1,102853965617,58773825,0
1758868784.072754,1,2,58769445,102853969997,0
1758868784.072754,1,3,1566,5946,0
1758868785.073567,1,4294967294,0,0,0
1758868785.073567,1,1,102853965617,58773825,0
1758868785.073567,1,2,58769445,102853969997,0
1758868785.073567,1,3,1566,5946,0
1758868786.0744467,1,4294967294,0,0,0
1758868786.0744467,1,1,102853965617,58773825,0
1758868786.0744467,1,2,58769445,102853969997,0
1758868786.0744467,1,3,1566,5946,0
1758868787.075551,1,4294967294,0,0,0
1758868787.075551,1,1,102853965617,58773825,0
1758868787.075551,1,2,58769445,102853969997,0
1758868787.075551,1,3,1566,5946,0
1758868788.0766687,1,4294967294,0,0,0
1758868788.0766687,1,1,102853965617,58773825,0
1758868788.0766687,1,2,58769445,102853969997,0
1758868788.0766687,1,3,1566,5946,0
1758868789.0777087,1,4294967294,0,0,0
1758868789.0777087,1,1,102853965617,58773825,0
1758868789.0777087,1,2,58769445,102853969997,0
1758868789.0777087,1,3,1566,5946,0
1758868790.0787098,1,4294967294,0,0,0
1758868790.0787098,1,1,102853965617,58773825,0
1758868790.0787098,1,2,58769445,102853969997,0
1758868790.0787098,1,3,1566,5946,0
1758868791.0797405,1,4294967294,0,0,0
1758868791.0797405,1,1,102853965617,58773825,0
1758868791.0797405,1,2,58769445,102853969997,0
1758868791.0797405,1,3,1566,5946,0
1758868792.0808597,1,4294967294,0,0,0
1758868792.0808597,1,1,102853965617,58773825,0
1758868792.0808597,1,2,58769445,102853969997,0
1758868792.0808597,1,3,1566,5946,0
1758868793.0818646,1,4294967294,0,0,0
1758868793.0818646,1,1,102853965617,58773825,0
1758868793.0818646,1,2,58769445,102853969997,0
1758868793.0818646,1,3,1566,5946,0
1758868794.0829644,1,4294967294,0,0,0
1758868794.0829644,1,1,102853965617,58773825,0
1758868794.0829644,1,2,58769445,102853969997,0
1758868794.0829644,1,3,1566,5946,0
1758868795.084047,1,4294967294,0,0,0
1758868795.084047,1,1,102853965617,58773825,0
1758868795.084047,1,2,58769445,102853969997,0
1758868795.084047,1,3,1566,5946,0
1758868796.0850728,1,4294967294,0,0,0
1758868796.0850728,1,1,102853965617,58773825,0
1758868796.0850728,1,2,58769445,102853969997,0
1758868796.0850728,1,3,1566,5946,0
1758868797.0860224,1,4294967294,0,0,0
1758868797.0860224,1,1,102853965617,58773825,0
1758868797.0860224,1,2,58769445,102853969997,0
1758868797.0860224,1,3,1566,5946,0
1758868798.0870845,1,4294967294,0,0,0
1758868798.0870845,1,1,102853965617,58773825,0
1758868798.0870845,1,2,58769445,102853969997,0
1758868798.0870845,1,3,1566,5946,0
1758868799.0881782,1,4294967294,0,0,0
1758868799.0881782,1,1,102853965617,58773825,0
1758868799.0881782,1,2,58769445,102853969997,0
1758868799.0881782,1,3,1566,5946,0
1758868800.0891979,1,4294967294,0,0,0
1758868800.0891979,1,1,102853965617,58773825,0
1758868800.0891979,1,2,58769445,102853969997,0
1758868800.0891979,1,3,1566,5946,0
1758868801.0902793,1,4294967294,0,0,0
1758868801.0902793,1,1,102853965617,58773825,0
1758868801.0902793,1,2,58769445,102853969997,0
1758868801.0902793,1,3,1566,5946,0
1758868802.091292,1,4294967294,0,0,0
1758868802.091292,1,1,102853965617,58773825,0
1758868802.091292,1,2,58769445,102853969997,0
1758868802.091292,1,3,1566,5946,0
1758868803.091625,1,4294967294,0,0,0
1758868803.091625,1,1,102853965617,58773825,0
1758868803.091625,1,2,58769445,102853969997,0
1758868803.091625,1,3,1566,5946,0
1758868804.092699,1,4294967294,0,0,0
1758868804.092699,1,1,102853965617,58773825,0
1758868804.092699,1,2,58769445,102853969997,0
1758868804.092699,1,3,1566,5946,0
1758868805.0934985,1,4294967294,0,0,0
1758868805.0934985,1,1,102853965617,58773825,0
1758868805.0934985,1,2,58769445,102853969997,0
1758868805.0934985,1,3,1566,5946,0
1758868806.0950217,1,4294967294,0,0,0
1758868806.0950217,1,1,102853965617,58773825,0
1758868806.0950217,1,2,58769445,102853969997,0
1758868806.0950217,1,3,1566,5946,0
1758868807.0951135,1,4294967294,0,0,0
1758868807.0951135,1,1,102853965617,58773825,0
1758868807.0951135,1,2,58769445,102853969997,0
1758868807.0951135,1,3,1566,5946,0
1758868808.0961494,1,4294967294,0,0,0
1758868808.0961494,1,1,102853965617,58773825,0
1758868808.0961494,1,2,58769445,102853969997,0
1758868808.0961494,1,3,1566,5946,0
1758868809.097238,1,4294967294,0,0,0
1758868809.097238,1,1,102853965617,58773825,0
1758868809.097238,1,2,58769445,102853969997,0
1758868809.097238,1,3,1566,5946,0
1758868810.0983675,1,4294967294,0,0,0
1758868810.0983675,1,1,102853965617,58773825,0
1758868810.0983675,1,2,58769445,102853969997,0
1758868810.0983675,1,3,1566,5946,0
1758868811.0993977,1,4294967294,0,0,0
1758868811.0993977,1,1,102853965617,58773825,0
1758868811.0993977,1,2,58769445,102853969997,0
1758868811.0993977,1,3,1566,5946,0
1758868812.100543,1,4294967294,0,0,0
1758868812.100543,1,1,102853965617,58773825,0
1758868812.100543,1,2,58769445,102853969997,0
1758868812.100543,1,3,1566,5946,0
1758868813.1016576,1,4294967294,0,0,0
1758868813.1016576,1,1,102853965617,58773825,0
1758868813.1016576,1,2,58769445,102853969997,0
1758868813.1016576,1,3,1566,5946,0
1758868814.102801,1,4294967294,0,0,0
1758868814.102801,1,1,102853965617,58773825,0
1758868814.102801,1,2,58769445,102853969997,0
1758868814.102801,1,3,1566,5946,0
1758868815.1039743,1,4294967294,0,0,0
1758868815.1039743,1,1,102853965617,58773825,0
1758868815.1039743,1,2,58769445,102853969997,0
1758868815.1039743,1,3,1566,5946,0
1758868816.105144,1,4294967294,0,0,0
1758868816.105144,1,1,102853965617,58773825,0
1758868816.105144,1,2,58769445,102853969997,0
1758868816.105144,1,3,1566,5946,0
1758868817.106452,1,4294967294,0,0,0
1758868817.106452,1,1,102853965617,58773825,0
1758868817.106452,1,2,58769445,102853969997,0
1758868817.106452,1,3,1566,5946,0
1758868818.1076777,1,4294967294,0,0,0
1758868818.1076777,1,1,102853965617,58773825,0
1758868818.1076777,1,2,58769445,102853969997,0
1758868818.1076777,1,3,1566,5946,0
1758868819.1088834,1,4294967294,0,0,0
1758868819.1088834,1,1,102853965617,58773825,0
1758868819.1088834,1,2,58769445,102853969997,0
1758868819.1088834,1,3,1566,5946,0
1758868820.1100907,1,4294967294,0,0,0
1758868820.1100907,1,1,102853965617,58773825,0
1758868820.1100907,1,2,58769445,102853969997,0
1758868820.1100907,1,3,1566,5946,0
1758868821.1112201,1,4294967294,0,0,0
1758868821.1112201,1,1,102853965617,58773825,0
1758868821.1112201,1,2,58769445,102853969997,0
1758868821.1112201,1,3,1566,5946,0
1758868822.1123285,1,4294967294,0,0,0
1758868822.1123285,1,1,102853965617,58773825,0
1758868822.1123285,1,2,58769445,102853969997,0
1758868822.1123285,1,3,1566,5946,0
1758868823.1134,1,4294967294,0,0,0
1758868823.1134,1,1,102853965617,58773825,0
1758868823.1134,1,2,58769445,102853969997,0
1758868823.1134,1,3,1566,5946,0
1758868824.1145113,1,4294967294,0,0,0
1758868824.1145113,1,1,102853965617,58773825,0
1758868824.1145113,1,2,58769445,102853969997,0
1758868824.1145113,1,3,1566,5946,0
1758868825.1156826,1,4294967294,0,0,0
1758868825.1156826,1,1,102853965617,58773825,0
1758868825.1156826,1,2,58769445,102853969997,0
1758868825.1156826,1,3,1566,5946,0
1758868826.1167367,1,4294967294,0,0,0
1758868826.1167367,1,1,102853965617,58773825,0
1758868826.1167367,1,2,58769445,102853969997,0
1758868826.1167367,1,3,1566,5946,0
1758868827.1174543,1,4294967294,0,0,0
1758868827.1174543,1,1,102853965617,58773825,0
1758868827.1174543,1,2,58769445,102853969997,0
1758868827.1174543,1,3,1566,5946,0
1758868828.1186035,1,4294967294,0,0,0
1758868828.1186035,1,1,102853965617,58773825,0
1758868828.1186035,1,2,58769445,102853969997,0
1758868828.1186035,1,3,1566,5946,0
1758868829.1189117,1,4294967294,0,0,0
1758868829.1189117,1,1,102853965617,58773825,0
1758868829.1189117,1,2,58769445,102853969997,0
1758868829.1189117,1,3,1566,5946,0
1758868830.1198254,1,4294967294,0,0,0
1758868830.1198254,1,1,102853965617,58773825,0
1758868830.1198254,1,2,58769445,102853969997,0
1758868830.1198254,1,3,1566,5946,0
1758868831.1201298,1,4294967294,0,0,0
1758868831.1201298,1,1,102853965617,58773825,0
1758868831.1201298,1,2,58769445,102853969997,0
1758868831.1201298,1,3,1566,5946,0
1758868832.1210237,1,4294967294,0,0,0
1758868832.1210237,1,1,102853965617,58773825,0
1758868832.1210237,1,2,58769445,102853969997,0
1758868832.1210237,1,3,1566,5946,0
1758868833.1220024,1,4294967294,0,0,0
1758868833.1220024,1,1,102853965617,58773825,0
1758868833.1220024,1,2,58769445,102853969997,0
1758868833.1220024,1,3,1566,5946,0
1758868834.1231,1,4294967294,0,0,0
1758868834.1231,1,1,102853965617,58773825,0
1758868834.1231,1,2,58769445,102853969997,0
1758868834.1231,1,3,1566,5946,0
1758868835.124089,1,4294967294,0,0,0
1758868835.124089,1,1,102853965617,58773825,0
1758868835.124089,1,2,58769445,102853969997,0
1758868835.124089,1,3,1566,5946,0
1758868836.1251712,1,4294967294,0,0,0
1758868836.1251712,1,1,102853965617,58773825,0
1758868836.1251712,1,2,58769445,102853969997,0
1758868836.1251712,1,3,1566,5946,0
1758868837.1261008,1,4294967294,0,0,0
1758868837.1261008,1,1,102853965617,58773825,0
1758868837.1261008,1,2,58769445,102853969997,0
1758868837.1261008,1,3,1566,5946,0
1758868838.1272128,1,4294967294,0,0,0
1758868838.1272128,1,1,102853965617,58773825,0
1758868838.1272128,1,2,58769445,102853969997,0
1758868838.1272128,1,3,1566,5946,0
1758868839.1281817,1,4294967294,0,0,0
1758868839.1281817,1,1,102853965617,58773825,0
1758868839.1281817,1,2,58769445,102853969997,0
1758868839.1281817,1,3,1566,5946,0
1758868840.1291056,1,4294967294,0,0,0
1758868840.1291056,1,1,102853965617,58773825,0
1758868840.1291056,1,2,58769445,102853969997,0
1758868840.1291056,1,3,1566,5946,0
1758868841.1298745,1,4294967294,0,0,0
1758868841.1298745,1,1,102853965617,58773825,0
1758868841.1298745,1,2,58769445,102853969997,0
1758868841.1298745,1,3,1566,5946,0
1758868842.1308632,1,4294967294,0,0,0
1758868842.1308632,1,1,102853965617,58773825,0
1758868842.1308632,1,2,58769445,102853969997,0
1758868842.1308632,1,3,1566,5946,0
1758868843.1316562,1,4294967294,0,0,0
1758868843.1316562,1,1,102853965617,58773825,0
1758868843.1316562,1,2,58769445,102853969997,0
1758868843.1316562,1,3,1566,5946,0
1758868844.1319792,1,4294967294,0,0,0
1758868844.1319792,1,1,102853965617,58773825,0
1758868844.1319792,1,2,58769445,102853969997,0
1758868844.1319792,1,3,1566,5946,0
1758868845.13303,1,4294967294,0,0,0
1758868845.13303,1,1,102853965617,58773825,0
1758868845.13303,1,2,58769445,102853969997,0
1758868845.13303,1,3,1566,5946,0
1758868846.1341364,1,4294967294,0,0,0
1758868846.1341364,1,1,102853965617,58773825,0
1758868846.1341364,1,2,58769445,102853969997,0
1758868846.1341364,1,3,1566,5946,0
1758868847.1351407,1,4294967294,0,0,0
1758868847.1351407,1,1,102853965617,58773825,0
1758868847.1351407,1,2,58769445,102853969997,0
1758868847.1351407,1,3,1566,5946,0
1758868848.136315,1,4294967294,0,0,0
1758868848.136315,1,1,102853965617,58773825,0
1758868848.136315,1,2,58769445,102853969997,0
1758868848.136315,1,3,1566,5946,0
1758868849.1376987,1,4294967294,0,0,0
1758868849.1376987,1,1,102853965617,58773825,0
1758868849.1376987,1,2,58769445,102853969997,0
1758868849.1376987,1,3,1566,5946,0
1758868850.1387653,1,4294967294,0,0,0
1758868850.1387653,1,1,102853965617,58773825,0
1758868850.1387653,1,2,58769445,102853969997,0
1758868850.1387653,1,3,1566,5946,0
1758868851.1393058,1,4294967294,0,0,0
1758868851.1393058,1,1,102853965617,58773825,0
1758868851.1393058,1,2,58769445,102853969997,0
1758868851.1393058,1,3,1566,5946,0
1758868852.1398256,1,4294967294,0,0,0
1758868852.1398256,1,1,102853965687,58773825,0
1758868852.1398256,1,2,58769445,102853970067,0
1758868852.1398256,1,3,1566,6016,0
1758868853.140768,1,4294967294,0,0,0
1758868853.140768,1,1,102853965687,58773825,0
1758868853.140768,1,2,58769445,102853970067,0
1758868853.140768,1,3,1566,6016,0
1758868854.1414354,1,4294967294,0,0,0
1758868854.1414354,1,1,102853965687,58773825,0
1758868854.1414354,1,2,58769445,102853970067,0
1758868854.1414354,1,3,1566,6016,0
1758868855.1420555,1,4294967294,0,0,0
1758868855.1420555,1,1,102853965687,58773825,0
1758868855.1420555,1,2,58769445,102853970067,0
1758868855.1420555,1,3,1566,6016,0
1758868856.1431258,1,4294967294,0,0,0
1758868856.1431258,1,1,102853965687,58773825,0
1758868856.1431258,1,2,58769445,102853970067,0
1758868856.1431258,1,3,1566,6016,0
1758868857.1444974,1,4294967294,0,0,0
1758868857.1444974,1,1,102853965687,58773825,0
1758868857.1444974,1,2,58769445,102853970067,0
1758868857.1444974,1,3,1566,6016,0
1758868858.1454017,1,4294967294,0,0,0
1758868858.1454017,1,1,102853965687,58773825,0
1758868858.1454017,1,2,58769445,102853970067,0
1758868858.1454017,1,3,1566,6016,0
1758868859.1459806,1,4294967294,0,0,0
1758868859.1459806,1,1,102853965687,58773825,0
1758868859.1459806,1,2,58769445,102853970067,0
1758868859.1459806,1,3,1566,6016,0
1758868860.1472597,1,4294967294,0,0,0
1758868860.1472597,1,1,102853965687,58773825,0
1758868860.1472597,1,2,58769445,102853970067,0
1758868860.1472597,1,3,1566,6016,0
1758868861.1479707,1,4294967294,0,0,0
1758868861.1479707,1,1,102853965687,58773825,0
1758868861.1479707,1,2,58769445,102853970067,0
1758868861.1479707,1,3,1566,6016,0
1758868862.1490717,1,4294967294,0,0,0
1758868862.1490717,1,1,102853965687,58773825,0
1758868862.1490717,1,2,58769445,102853970067,0
1758868862.1490717,1,3,1566,6016,0
1758868863.149382,1,4294967294,0,0,0
1758868863.149382,1,1,102853965687,58773825,0
