timestamp,dpid,port_no,rx_bytes,tx_bytes,delay_ms
1758866813.3136866,1,3,1356,4995,0
1758866814.314804,1,4294967294,0,0,0
1758866814.314804,1,1,1356,4995,0
1758866814.314804,1,2,1356,4995,0
1758866814.314804,1,3,1356,4995,0
1758866815.31592,1,4294967294,0,0,0
1758866815.31592,1,1,1356,4995,0
1758866815.31592,1,2,1356,4995,0
1758866815.31592,1,3,1356,4995,0
1758866816.3171694,1,4294967294,0,0,0
1758866816.3171694,1,1,1356,4995,0
1758866816.3171694,1,2,1356,4995,0
1758866816.3171694,1,3,1356,4995,0
1758866817.3182852,1,4294967294,0,0,0
1758866817.3182852,1,1,1356,4995,0
1758866817.3182852,1,2,1356,4995,0
1758866817.3182852,1,3,1356,4995,0
1758866818.319342,1,4294967294,0,0,0
1758866818.319342,1,1,1356,4995,0
1758866818.319342,1,2,1356,4995,0
1758866818.319342,1,3,1356,4995,0
1758866819.320458,1,4294967294,0,0,0
1758866819.320458,1,1,1356,4995,0
1758866819.320458,1,2,1356,4995,0
1758866819.320458,1,3,1356,4995,0
1758866820.3215945,1,4294967294,0,0,0
1758866820.3215945,1,1,1356,4995,0
1758866820.3215945,1,2,1356,4995,0
1758866820.3215945,1,3,1356,4995,0
1758866821.3226957,1,4294967294,0,0,0
1758866821.3226957,1,1,1356,4995,0
1758866821.3226957,1,2,1356,4995,0
1758866821.3226957,1,3,1356,4995,0
1758866822.324038,1,4294967294,0,0,0
1758866822.324038,1,1,1356,4995,0
1758866822.324038,1,2,1356,4995,0
1758866822.324038,1,3,1356,4995,0
1758866823.3252645,1,4294967294,0,0,0
1758866823.3252645,1,1,1356,4995,0
1758866823.3252645,1,2,1356,4995,0
1758866823.3252645,1,3,1356,4995,0
1758866824.3265126,1,4294967294,0,0,0
1758866824.3265126,1,1,1356,4995,0
1758866824.3265126,1,2,1356,4995,0
1758866824.3265126,1,3,1356,4995,0
1758866825.3277328,1,4294967294,0,0,0
1758866825.3277328,1,1,1356,4995,0
1758866825.3277328,1,2,1356,4995,0
1758866825.3277328,1,3,1356,4995,0
1758866826.328928,1,4294967294,0,0,0
1758866826.328928,1,1,1356,4995,0
1758866826.328928,1,2,1356,4995,0
1758866826.328928,1,3,1356,4995,0
1758866827.3300166,1,4294967294,0,0,0
1758866827.3300166,1,1,1356,4995,0
1758866827.3300166,1,2,1356,4995,0
1758866827.3300166,1,3,1356,4995,0
1758866828.331131,1,4294967294,0,0,0
1758866828.331131,1,1,1356,4995,0
1758866828.331131,1,2,1356,4995,0
1758866828.331131,1,3,1356,4995,0
1758866829.3322792,1,4294967294,0,0,0
1758866829.3322792,1,1,1356,4995,0
1758866829.3322792,1,2,1356,4995,0
1758866829.3322792,1,3,1356,4995,0
1758866830.3333855,1,4294967294,0,0,0
1758866830.3333855,1,1,1356,4995,0
1758866830.3333855,1,2,1356,4995,0
1758866830.3333855,1,3,1356,4995,0
1758866831.334613,1,4294967294,0,0,0
1758866831.334613,1,1,1356,4995,0
1758866831.334613,1,2,1356,4995,0
1758866831.334613,1,3,1356,4995,0
1758866832.335774,1,4294967294,0,0,0
1758866832.335774,1,1,1356,4995,0
1758866832.335774,1,2,1356,4995,0
1758866832.335774,1,3,1356,4995,0
1758866833.336891,1,4294967294,0,0,0
1758866833.336891,1,1,1356,4995,0
1758866833.336891,1,2,1356,4995,0
1758866833.336891,1,3,1356,4995,0
1758866834.3381035,1,4294967294,0,0,0
1758866834.3381035,1,1,1356,4995,0
1758866834.3381035,1,2,1356,4995,0
1758866834.3381035,1,3,1356,4995,0
1758866835.3391838,1,4294967294,0,0,0
1758866835.3391838,1,1,1356,4995,0
1758866835.3391838,1,2,1356,4995,0
1758866835.3391838,1,3,1356,4995,0
1758866836.3402438,1,4294967294,0,0,0
1758866836.3402438,1,1,1356,4995,0
1758866836.3402438,1,2,1356,4995,0
1758866836.3402438,1,3,1356,4995,0
1758866837.3413491,1,4294967294,0,0,0
1758866837.3413491,1,1,1748,5387,0
1758866837.3413491,1,2,1748,5387,0
1758866837.3413491,1,3,1748,5387,0
1758866838.342494,1,4294967294,0,0,0
1758866838.342494,1,1,1748,5387,0
1758866838.342494,1,2,1748,5387,0
1758866838.342494,1,3,1748,5387,0
1758866839.343578,1,4294967294,0,0,0
1758866839.343578,1,1,1748,5387,0
1758866839.343578,1,2,1748,5387,0
1758866839.343578,1,3,1748,5387,0
1758866840.3442342,1,4294967294,0,0,0
1758866840.3442342,1,1,1748,5387,0
1758866840.3442342,1,2,1748,5387,0
1758866840.3442342,1,3,1748,5387,0
1758866841.3452296,1,4294967294,0,0,0
1758866841.3452296,1,1,1748,5387,0
1758866841.3452296,1,2,1748,5387,0
1758866841.3452296,1,3,1748,5387,0
1758866842.3463123,1,4294967294,0,0,0
1758866842.3463123,1,1,1874,5513,0
1758866842.3463123,1,2,1874,5513,0
1758866842.3463123,1,3,1916,5555,0
1758866843.3472946,1,4294967294,0,0,0
1758866843.3472946,1,1,1916,5555,0
1758866843.3472946,1,2,1916,5555,0
1758866843.3472946,1,3,1916,5555,0
1758866844.348238,1,4294967294,0,0,0
1758866844.348238,1,1,1916,5555,0
1758866844.348238,1,2,1916,5555,0
1758866844.348238,1,3,1916,5555,0
1758866845.348707,1,4294967294,0,0,0
1758866845.348707,1,1,1916,5625,0
1758866845.348707,1,2,1986,5625,0
1758866845.348707,1,3,1916,5625,0
1758866846.3495166,1,4294967294,0,0,0
1758866846.3495166,1,1,1916,5625,0
1758866846.3495166,1,2,1986,5625,0
1758866846.3495166,1,3,1916,5625,0
1758866847.3499815,1,4294967294,0,0,0
1758866847.3499815,1,1,1916,5625,0
1758866847.3499815,1,2,1986,5625,0
1758866847.3499815,1,3,1916,5625,0
1758866848.351152,1,4294967294,0,0,0
1758866848.351152,1,1,1916,5625,0
1758866848.351152,1,2,1986,5625,0
1758866848.351152,1,3,1916,5625,0
1758866849.3521616,1,4294967294,0,0,0
1758866849.3521616,1,1,1916,5695,0
1758866849.3521616,1,2,1986,5625,0
1758866849.3521616,1,3,1916,5695,0
1758866850.3530703,1,4294967294,0,0,0
1758866850.3530703,1,1,1916,5695,0
1758866850.3530703,1,2,1986,5625,0
1758866850.3530703,1,3,1916,5695,0
1758866851.3542087,1,4294967294,0,0,0
1758866851.3542087,1,1,1916,5695,0
1758866851.3542087,1,2,1986,5625,0
1758866851.3542087,1,3,1916,5695,0
1758866852.355086,1,4294967294,0,0,0
1758866852.355086,1,1,1916,5695,0
1758866852.355086,1,2,1986,5625,0
1758866852.355086,1,3,1916,5695,0
1758866853.3559926,1,4294967294,0,0,0
1758866853.3559926,1,1,1986,5695,0
1758866853.3559926,1,2,1986,5695,0
1758866853.3559926,1,3,1916,5765,0
1758866854.3573048,1,4294967294,0,0,0
1758866854.3573048,1,1,1986,5695,0
1758866854.3573048,1,2,1986,5695,0
1758866854.3573048,1,3,1916,5765,0
1758866855.3582134,1,4294967294,0,0,0
1758866855.3582134,1,1,1986,5695,0
1758866855.3582134,1,2,1986,5695,0
1758866855.3582134,1,3,1916,5765,0
1758866856.3593879,1,4294967294,0,0,0
1758866856.3593879,1,1,1986,5802,0
1758866856.3593879,1,2,1986,5802,0
1758866856.3593879,1,3,1916,5872,0
1758866857.360364,1,4294967294,0,0,0
1758866857.360364,1,1,1986,5802,0
1758866857.360364,1,2,1986,5802,0
1758866857.360364,1,3,1916,5872,0
1758866858.3605754,1,4294967294,0,0,0
1758866858.3605754,1,1,1986,5802,0
1758866858.3605754,1,2,1986,5802,0
1758866858.3605754,1,3,1916,5872,0
1758866859.3614788,1,4294967294,0,0,0
1758866859.3614788,1,1,1986,5802,0
1758866859.3614788,1,2,1986,5802,0
1758866859.3614788,1,3,1916,5872,0
1758866860.3621113,1,4294967294,0,0,0
1758866860.3621113,1,1,1986,5802,0
1758866860.3621113,1,2,1986,5802,0
1758866860.3621113,1,3,1916,5872,0
1758866861.3633542,1,4294967294,0,0,0
1758866861.3633542,1,1,1986,5802,0
1758866861.3633542,1,2,1986,5802,0
1758866861.3633542,1,3,1916,5872,0
1758866862.3640616,1,4294967294,0,0,0
1758866862.3640616,1,1,1986,5802,0
1758866862.3640616,1,2,1986,5802,0
1758866862.3640616,1,3,1916,5872,0
1758866863.3649323,1,4294967294,0,0,0
1758866863.3649323,1,1,1986,5802,0
1758866863.3649323,1,2,1986,5802,0
1758866863.3649323,1,3,1916,5872,0
1758866864.3661742,1,4294967294,0,0,0
1758866864.3661742,1,1,1986,5802,0
1758866864.3661742,1,2,1986,5802,0
1758866864.3661742,1,3,1916,5872,0
1758866865.3671257,1,4294967294,0,0,0
1758866865.3671257,1,1,1986,5802,0
1758866865.3671257,1,2,1986,5802,0
1758866865.3671257,1,3,1916,5872,0
1758866866.3680909,1,4294967294,0,0,0
1758866866.3680909,1,1,1986,5802,0
1758866866.3680909,1,2,1986,5802,0
1758866866.3680909,1,3,1916,5872,0
1758866867.3690064,1,4294967294,0,0,0
1758866867.3690064,1,1,1986,5802,0
1758866867.3690064,1,2,1986,5802,0
1758866867.3690064,1,3,1916,5872,0
1758866868.3703933,1,4294967294,0,0,0
1758866868.3703933,1,1,1986,5802,0
1758866868.3703933,1,2,1986,5802,0
1758866868.3703933,1,3,1916,5872,0
1758866869.371215,1,4294967294,0,0,0
1758866869.371215,1,1,1986,5802,0
1758866869.371215,1,2,1986,5802,0
1758866869.371215,1,3,1916,5872,0
1758866870.3717868,1,4294967294,0,0,0
1758866870.3717868,1,1,1986,5872,0
1758866870.3717868,1,2,1986,5872,0
1758866870.3717868,1,3,1986,5872,0
1758866871.3727276,1,4294967294,0,0,0
1758866871.3727276,1,1,1986,5872,0
1758866871.3727276,1,2,1986,5872,0
1758866871.3727276,1,3,1986,5872,0
1758866872.3737528,1,4294967294,0,0,0
1758866872.3737528,1,1,1986,5872,0
1758866872.3737528,1,2,1986,5872,0
1758866872.3737528,1,3,1986,5872,0
1758866873.3749425,1,4294967294,0,0,0
1758866873.3749425,1,1,1986,5872,0
1758866873.3749425,1,2,1986,5872,0
1758866873.3749425,1,3,1986,5872,0
1758866874.376167,1,4294967294,0,0,0
1758866874.376167,1,1,1986,5872,0
1758866874.376167,1,2,1986,5872,0
1758866874.376167,1,3,1986,5872,0
1758866875.3766751,1,4294967294,0,0,0
1758866875.3766751,1,1,1986,5872,0
1758866875.3766751,1,2,1986,5872,0
1758866875.3766751,1,3,1986,5872,0
1758866876.3777876,1,4294967294,0,0,0
1758866876.3777876,1,1,1986,5872,0
1758866876.3777876,1,2,1986,5872,0
1758866876.3777876,1,3,1986,5872,0
1758866877.3787446,1,4294967294,0,0,0
1758866877.3787446,1,1,1986,5872,0
1758866877.3787446,1,2,1986,5872,0
1758866877.3787446,1,3,1986,5872,0
1758866878.379872,1,4294967294,0,0,0
1758866878.379872,1,1,1986,5872,0
1758866878.379872,1,2,1986,5872,0
1758866878.379872,1,3,1986,5872,0
1758866879.3809528,1,4294967294,0,0,0
1758866879.3809528,1,1,1986,5872,0
1758866879.3809528,1,2,1986,5872,0
1758866879.3809528,1,3,1986,5872,0
1758866880.381977,1,4294967294,0,0,0
1758866880.381977,1,1,1986,5872,0
1758866880.381977,1,2,1986,5872,0
1758866880.381977,1,3,1986,5872,0
1758866881.3830698,1,4294967294,0,0,0
1758866881.3830698,1,1,1986,5872,0
1758866881.3830698,1,2,1986,5872,0
1758866881.3830698,1,3,1986,5872,0
1758866882.3841336,1,4294967294,0,0,0
1758866882.3841336,1,1,1986,5872,0
1758866882.3841336,1,2,1986,5872,0
1758866882.3841336,1,3,1986,5872,0
1758866883.385331,1,4294967294,0,0,0
1758866883.385331,1,1,1986,5872,0
1758866883.385331,1,2,1986,5872,0
1758866883.385331,1,3,1986,5872,0
1758866884.3864713,1,4294967294,0,0,0
1758866884.3864713,1,1,1986,5872,0
1758866884.3864713,1,2,1986,5872,0
1758866884.3864713,1,3,1986,5872,0
1758866885.3875504,1,4294967294,0,0,0
1758866885.3875504,1,1,1986,5872,0
1758866885.3875504,1,2,1986,5872,0
1758866885.3875504,1,3,1986,5872,0
1758866886.3886604,1,4294967294,0,0,0
1758866886.3886604,1,1,1986,5872,0
1758866886.3886604,1,2,1986,5872,0
1758866886.3886604,1,3,1986,5872,0
1758866887.389737,1,4294967294,0,0,0
1758866887.389737,1,1,1986,5872,0
1758866887.389737,1,2,1986,5872,0
1758866887.389737,1,3,1986,5872,0
1758866888.390902,1,4294967294,0,0,0
1758866888.390902,1,1,1986,5872,0
1758866888.390902,1,2,1986,5872,0
1758866888.390902,1,3,1986,5872,0
1758866889.3920114,1,4294967294,0,0,0
1758866889.3920114,1,1,1986,5872,0
1758866889.3920114,1,2,1986,5872,0
1758866889.3920114,1,3,1986,5872,0
1758866890.393111,1,4294967294,0,0,0
1758866890.393111,1,1,1986,5872,0
1758866890.393111,1,2,1986,5872,0
1758866890.393111,1,3,1986,5872,0
1758866891.394187,1,4294967294,0,0,0
1758866891.394187,1,1,1986,5872,0
1758866891.394187,1,2,1986,5872,0
1758866891.394187,1,3,1986,5872,0
1758866892.3952847,1,4294967294,0,0,0
1758866892.3952847,1,1,1986,5872,0
1758866892.3952847,1,2,1986,5872,0
1758866892.3952847,1,3,1986,5872,0
1758866893.396447,1,4294967294,0,0,0
1758866893.396447,1,1,1986,5872,0
1758866893.396447,1,2,1986,5872,0
1758866893.396447,1,3,1986,5872,0
1758866894.3976045,1,4294967294,0,0,0
